"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"15:42:43,9312002","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\SysWOW64\usp10.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9312106","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\SysWOW64\usp10.dll","SUCCESS","IndexNumber: 0x1000000033ad6"
"15:42:43,9312212","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\usp10.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9312303","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\SysWOW64\usp10.dll","SUCCESS","AllocationSize: 630.784, EndOfFile: 628.224, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9312507","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\usp10.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9313076","sample_1_r3.exe","2860","CreateFile","C:\Windows\SysWOW64\msvcrt.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9313520","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\SysWOW64\msvcrt.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9313657","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\SysWOW64\msvcrt.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9313763","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\SysWOW64\msvcrt.dll","SUCCESS","IndexNumber: 0x20000000158c2"
"15:42:43,9313865","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\msvcrt.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9313956","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\SysWOW64\msvcrt.dll","SUCCESS","AllocationSize: 692.224, EndOfFile: 690.688, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9314151","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\msvcrt.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9314720","sample_1_r3.exe","2860","CreateFile","C:\Windows\SysWOW64\advapi32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9315168","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\SysWOW64\advapi32.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9315275","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\SysWOW64\advapi32.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9315376","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\SysWOW64\advapi32.dll","SUCCESS","IndexNumber: 0x1000000033ba7"
"15:42:43,9315478","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\advapi32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9315570","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\SysWOW64\advapi32.dll","SUCCESS","AllocationSize: 647.168, EndOfFile: 644.096, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9315964","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\advapi32.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9316669","sample_1_r3.exe","2860","CreateFile","C:\Windows\SysWOW64\sechost.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9317112","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\SysWOW64\sechost.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9317221","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\SysWOW64\sechost.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9317322","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\SysWOW64\sechost.dll","SUCCESS","IndexNumber: 0x1000000021393"
"15:42:43,9317424","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\sechost.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9317516","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\SysWOW64\sechost.dll","SUCCESS","AllocationSize: 94.208, EndOfFile: 92.160, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9317751","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\sechost.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9318341","sample_1_r3.exe","2860","CreateFile","C:\Windows\SysWOW64\rpcrt4.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9318774","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\SysWOW64\rpcrt4.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9318881","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\SysWOW64\rpcrt4.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9318980","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\SysWOW64\rpcrt4.dll","SUCCESS","IndexNumber: 0x1000000033b9d"
"15:42:43,9319082","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\rpcrt4.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9319174","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\SysWOW64\rpcrt4.dll","SUCCESS","AllocationSize: 667.648, EndOfFile: 666.112, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9319366","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\rpcrt4.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9319938","sample_1_r3.exe","2860","CreateFile","C:\Windows\SysWOW64\sspicli.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9320404","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\SysWOW64\sspicli.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9320511","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\SysWOW64\sspicli.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9320610","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\SysWOW64\sspicli.dll","SUCCESS","IndexNumber: 0x1000000033c0f"
"15:42:43,9320711","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\sspicli.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9320801","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\SysWOW64\sspicli.dll","SUCCESS","AllocationSize: 98.304, EndOfFile: 96.768, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9320996","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\sspicli.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9321585","sample_1_r3.exe","2860","CreateFile","C:\Windows\SysWOW64\cryptbase.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9321806","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\SysWOW64\cryptbase.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9321923","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\SysWOW64\cryptbase.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9322022","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\SysWOW64\cryptbase.dll","SUCCESS","IndexNumber: 0x1000000033c7a"
"15:42:43,9322123","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\cryptbase.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9322214","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\SysWOW64\cryptbase.dll","SUCCESS","AllocationSize: 36.864, EndOfFile: 36.352, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9322403","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\cryptbase.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9322957","sample_1_r3.exe","2860","CreateFile","C:\Windows\SysWOW64\apphelp.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9323420","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\SysWOW64\apphelp.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9323527","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\SysWOW64\apphelp.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9323626","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\SysWOW64\apphelp.dll","SUCCESS","IndexNumber: 0x100000001e52f"
"15:42:43,9323728","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\apphelp.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9323819","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\SysWOW64\apphelp.dll","SUCCESS","AllocationSize: 299.008, EndOfFile: 295.936, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9324011","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\apphelp.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9324592","sample_1_r3.exe","2860","CreateFile","C:\Windows\AppPatch\sysmain.sdb","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9325198","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\AppPatch\sysmain.sdb","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9325317","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\AppPatch\sysmain.sdb","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9325423","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\AppPatch\sysmain.sdb","SUCCESS","IndexNumber: 0x100000002d80f"
"15:42:43,9325527","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\AppPatch\sysmain.sdb","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9325643","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\AppPatch\sysmain.sdb","SUCCESS","AllocationSize: 4.083.712, EndOfFile: 4.082.518, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9325945","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\AppPatch\sysmain.sdb","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9327047","sample_1_r3.exe","2860","CreateFile","C:\Windows\AppPatch\AcGenral.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9327565","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\AppPatch\AcGenral.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9327676","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\AppPatch\AcGenral.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9327778","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\AppPatch\AcGenral.dll","SUCCESS","IndexNumber: 0x100000002dae3"
"15:42:43,9327881","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\AppPatch\AcGenral.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9327970","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\AppPatch\AcGenral.dll","SUCCESS","AllocationSize: 2.183.168, EndOfFile: 2.182.656, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9328165","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\AppPatch\AcGenral.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9328740","sample_1_r3.exe","2860","CreateFile","C:\Windows\SysWOW64\shlwapi.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9329230","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\SysWOW64\shlwapi.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9329340","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\SysWOW64\shlwapi.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9329440","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\SysWOW64\shlwapi.dll","SUCCESS","IndexNumber: 0x100000000955f"
"15:42:43,9329540","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\shlwapi.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9329631","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\SysWOW64\shlwapi.dll","SUCCESS","AllocationSize: 352.256, EndOfFile: 350.208, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9329826","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\shlwapi.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9330405","sample_1_r3.exe","2860","CreateFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9330917","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9331026","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9331128","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","IndexNumber: 0x1000000009639"
"15:42:43,9331228","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\uxtheme.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9331317","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","AllocationSize: 245.760, EndOfFile: 245.760, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9331512","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9332097","sample_1_r3.exe","2860","CreateFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9332551","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9332675","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9332786","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS","IndexNumber: 0x10000000096a9"
"15:42:43,9332917","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\winmm.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:43,9333018","sample_1_r3.exe","2860","QueryStandardInformationFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS","AllocationSize: 196.608, EndOfFile: 194.048, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:42:43,9333225","sample_1_r3.exe","2860","CreateFileMapping","C:\Windows\SysWOW64\winmm.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:43,9333814","sample_1_r3.exe","2860","CreateFile","C:\Windows\SysWOW64\samcli.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:43,9334288","sample_1_r3.exe","2860","SetBasicInformationFile","C:\Windows\SysWOW64\samcli.dll","SUCCESS","CreationTime: 01/01/1601 1:59:59, LastAccessTime: 01/01/1601 1:59:59, LastWriteTime: 01/01/1601 1:59:59, ChangeTime: 01/01/1601 1:59:59, FileAttributes: n/a"
"15:42:43,9334417","sample_1_r3.exe","2860","QueryAttributeTagFile","C:\Windows\SysWOW64\samcli.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:42:43,9334541","sample_1_r3.exe","2860","QueryFileInternalInformationFile","C:\Windows\SysWOW64\samcli.dll","SUCCESS","IndexNumber: 0x1000000009508"
